address,token_uri
0x252b6d73afbd35919d80297e86690473aadf1b62,https://public.nftstatic.com/static/nft/BSC/BMBRACA/1
0xbae33064d5ca2bc11059c5bca862ce281f68ac2a,https://public.nftstatic.com/static/nft/BSC/AXOLOTLS/1
0x70929db261e3949b2be634a6c41960a511a58fa7,ipfs://stage-a-6-local-expert
0x9003b3826018d870a63d9ba1db608f6716e1ae62,ipfs://agi-node/0000000000000000000000000000000000000000000000000000000000000001.json
0x36ce7e6b9679e745d84a1058a0cbf54da6daafac,http://tu.chaobi.vip/tu/gy.jpg
0xe4cd53da0dfb205b8e8441c7954b9091084a94b6,"data:application/json;utf8,{""name"":""#1"",""image"":""data:image/svg+xml;utf8,<svg xmlns=\""http://www.w3.org/2000/svg\"" viewBox=\""0 0 512 512\""><defs><radialGradient id=""g"" cx=""50%"" cy=""45%"" r=""65%""><stop offset=""0%"" stop-color=""#8a5cff""/><stop offset=""100%"" stop-color=""#6a33ef""/></radialGradient></defs><rect width=""512"" height=""512"" fill=""#6a33ef""/><rect width=""512"" height=""512"" fill=""url(#g)""/><g><ellipse cx=""256"" cy=""400"" rx=""90"" ry=""14"" fill=""#000"" opacity=""0.25""/><ellipse cx=""256"" cy=""280"" rx=""78"" ry=""105"" fill=""#fff8e7""/><ellipse cx=""232"" cy=""245"" rx=""22"" ry=""34"" fill=""#ffffff"" opacity=""0.7""/><circle cx=""240"" cy=""300"" r=""5"" fill=""#ffe66d""/><circle cx=""275"" cy=""270"" r=""4"" fill=""#ffe66d""/><circle cx=""260"" cy=""340"" r=""3"" fill=""#ffe66d""/><circle cx=""220"" cy=""350"" r=""3"" fill=""#ffe66d""/><circle cx=""285"" cy=""320"" r=""4"" fill=""#ffe66d""/><path d=""M150 395 Q256 360 362 395 Q256 420 150 395 Z"" fill=""#2ecc71""/></g></svg>"",""attributes"":[{""trait_type"":""VaultRarity"",""value"":""Common""},{""trait_type"":""DividendWeight"",""value"":""1x""},{""trait_type"":""Theme"",""value"":""Butterfly Metamorphosis""},{""trait_type"":""Stage"",""value"":""Egg""},{""trait_type"":""Rarity"",""value"":""Common""},{""trait_type"":""Accent"",""value"":""#ffe66d""},{""trait_type"":""Background"",""value"":""#6a33ef""}]}"
0x089d1e97d29fa91a01774068ab73199179395d85,https://lpclaw.vip/meta/1.json
0x0a632937b20dd91e0729653d932d2bf01a87f501,https://cdn.alchemyfinance.vip/level2/1.png
0xb4d3ef707b7521237b654e56bc924a89385178ce,ipfs://bafybeibdp2jnjprh2vvbrs4edp3q67kgkkyskavikwl4cjhxnpdb4336h4
0x1f80553de247b0af83ca4436541e8d60a8e63bb8,https://growxly.com/img2/GLX_metadata.json
