address,name,known_url,first_seen_txhash,token_id,token_standard,transfer_from,transfer_to,token_uri_raw,token_uri_resolved,token_uri_source,meta_name,meta_desc,meta_image,meta_image_resolved,meta_ext_url,meta_website,metadata_http_status,metadata_content_type,scam_type,error
0x45f0385354dc785651cf18e37665d28bb090eca9,ForeverCR7 The GOAT,,0x8c57dccdccb135ac10d7c46e4c51315843355454066f25180fc8dd3a61d1bb62,139,ERC-721,0xeabe45e942451aa77c113a6397d673d491f22095,0x00de063cbd11eaad00397e06be56c0bb94bc01eb,ipfs://bafybeieelbnj67v5hht52dz5jbed4xacfgizo5ff3l2hhzjjs4dq5jhlgu/139.token.json,,,,,,,,,,,,metadata_fetch_failed
0xb0a02c154e190a3d85bb93a87443ddfcbe255079,Urban-NFT,,0x7955063b9611ca6aebfdaf8a0ec6bf175e7bd8160308a97b383f2cdea2ec4935,10,ERC-721,0xc52752a5ed68c5584616610146502645818738ec,0xe95839a560b17ebb0db5c6e127ec0dc8c0a60601,https://nftstorage.link/ipfs/bafybeia6nrlz74ulpwbe5su5jsxukfkp2rjqueic2h52gb4ib4a63h6biq/10.json,,,,,,,,,,,,metadata_fetch_failed
0x40a50af21d642cf40853298842ae45e37b5dbf33,Circlecoin,,0xa38e7c4decb7809a6faba2be263b94700f84c50b92474fe301ded6d16fb1f0f4,106,ERC-721,0xa311c5fdbf75fbb7f0151ad77df03c98c1c42ae5,0xa311c5fdbf75fbb7f0151ad77df03c98c1c42ae5,ipfs://bafybeid2ccy5h5y4wmij3ups7ky2cazygh5rbja2iwe7emenrcstialpdu/106.json,,,,,,,,,,,,metadata_fetch_failed
0x058ba030400ebd3c08812091706d6195a2295252,NFT_3,,0x3ae5f9b2a3a3784bf2030cffbb517f6058113c470da9c564668c7ada83ff726b,0,ERC-721,0x0000000000000000000000000000000000000000,0x783bb1ad53e71e918f162bde129697288522888e,https://testadmin.alchemyfinance.vip/0.jpg,,,,,,,,,,,,metadata_fetch_failed
0xc9fb230d1a7683f7e655449e3af7608a300a34dd,WhaleDAO Badge,,0x0f0a9d7f2e5d90ace6bf925596ee2781844fe63d50bbff1f950d8affb5bef1a6,2074,ERC-721,0xd3843231f8be2735306480a82dd4d9bdd843c589,0xc540a4ef0c03e9eb548b2fcc9c422cd769155cd7,https://static.whaledao.app/nft/badge/icon.png,,,,,,,,,,,,metadata_fetch_failed
0x7fba80330d1be3992206a1fdc3a0777058442c18,AppleNode,,0xc319a7ad8315f6044fa0b655a00fa0a9f3a1b4895f863b4467b96c0dda79807d,237,ERC-721,0x0000000000000000000000000000000000000000,0xd5473408bd1877200c5bc08cbcc921e69f1b9150,https://andswap.io/images/nft/apple_nft1.jpg,,,,,,,,,,,,metadata_fetch_failed
0x091d16d85c4d324525c73fe2b5465fbb6524019e,Rich Man Coin Pass,,0x1e92e32fefcf87c2f51debcdb93829ec3cdd75babd22f38320f0ef315e57a26d,1298,ERC-721,0xf96741e85f62f5468f87a8422d827584c50b2e79,0x9da488460b2ecb269095edee2aeb29c65420a547,https://crimson-changing-raven-390.mypinata.cloud/ipfs/QmeGcjf7ysAeYwrMKnZw3yzB61snx4ZmH2feKDTUSYGo9g/nft.png,,,,,,,,,,,,metadata_fetch_failed
0x9167b7702dab99cc4c71a047392f86fdeca2c2cb,PooBros,,0x5ef82f0bd6260098ce3d2503dd1af0f059941dc5265c47af15e6e884ca6c991e,3362,ERC-721,0x0000000000000000000000000000000000000000,0xdff9e1b12dfb7103231128940a19c2896f049de8,ipfs://bafybeihsbgt7ezak7dpxlg32wctfhazfp6qrkdvy2ovdthkda443e66d5a/3362.json,,,,,,,,,,,,metadata_fetch_failed
0xa0250495a72e2aac9a209ddba00de879221b664c,ASTARTER,,0xb1c1821a561e712477bfc8d02f6796bc366712bb73094a60c70c64cf2f00b4fb,0,ERC-1155,0x0000000000000000000000000000000000000000,0x04831674fcb7ecc6b5b1c118da64289e23b94bbe,,,,,,,,,,,,,"('execution reverted: 0x', '0x')"
0x348a49706cc517a8d4ba9a84f04b9699955e9497,META-CLASSIC,,0x416ea689cbc9d2fb4b1a842fb9e55d1fe4775bbe08b42afc484d440784839f63,3759,ERC-721,0x39a8d8b7b06058fedc96b683a7d47fffb28cb70d,0xa6995a1a9b833d27978e822187e890073be333af,https://resource.gamefox.io/logo/meta-nft-classic.png,,,,,,,,,,,,metadata_fetch_failed
