address,uri,error,response_status,content_type,is_ipfs_url,metadata,metadata_error,response_time,raw_json
0xebd7dae1d397870c2b32c769f576c1fe1e5931ad,https://www.okx.com/priapi/v1/nft/metadata/56/0xebd7dae1d397870c2b32c769f576c1fe1e5931ad/0xdad4d13e115a8a4e83522ada16b2c7400e97dec6000000000000710000000001,,200,,False,,Not valid JSON or decoding failed,0.32001423835754395,
0xcf08f70af6edeac494a0cd5a75dddef62b3f7c7a,1.json,1.json,,,False,,,,
0xbd0e9ce675ae6b501cfdad5c3234f2b551aefd7e,1.json,1.json,,,False,,,,
0xb0e13128b7a8e585f9d415dca1f356e86658a178,1.json,1.json,,,False,,,,
0xf9ba0a91cd839f0faea3e1188d6697d0b45bb982,https://www.okx.com/priapi/v1/nft/metadata/56/0xf9ba0a91cd839f0faea3e1188d6697d0b45bb982/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000070000000001,,200,,False,,Not valid JSON or decoding failed,0.3194236755371094,
0x1c22c237e40db23b67ee085bc9150a3c044c5e9b,11.json,11.json,,,False,,,,
0x54ddae63e2a86f4bd05b3bdb7ca346c000ac0108,ipfs://dream-card/card.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.045476675033569336,
0xb2574cf0b4033da48f2b0109c9adb8a163c505cc,https://www.okx.com/priapi/v1/nft/metadata/56/0xb2574cf0b4033da48f2b0109c9adb8a163c505cc/0xb664258c1263c8005861cd6530f73b8a67c752dd000000000000720000000001,,200,,False,,Not valid JSON or decoding failed,0.34189391136169434,
0xf1cf17cc8dcfa1aedbf8399ea7ff7ad3425a5963,1,1,,,False,,,,
0xfa035e9268b57b745b328a588d337fdf2b5ffe1d,1,1,,,False,,,,
0xf229a1846ff25507da1775f50f58f8747f4221b1,1,1,,,False,,,,
0x10eee0c54736ee6aab621cbd9e5032756eb633b3,ipfs://ipfs://bafybeieankjdrs7xlzighrgmbwwh5263ihoydg3zam753wgxze2h2hcydm/1.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.0562741756439209,
0xfbfa60cf5c7ca751ad05ad87647febf85c75b321,1,1,,,False,,,,
0x9781428d155f444f41d6f38df737bfabdecff7d5,https://app.chainspot.io/api/1.0/loyalty/nft-image-data?level=1,,500,application/json; charset=utf-8,False,True,,0.22428655624389648,"{""success"": false, ""message"": ""Internal Error"", ""statusCode"": 500}"
0x28c938dd9167712673706f849a4e8350ee427133,ipfs://QmfFx48E27sK3rbkHoTy57Tqn4KiTmuv5wPXDoVt2ZBALp/ipfs://QmfFx48E27sK3rbkHoTy57Tqn4KiTmuv5wPXDoVt2ZBALp/1.json,,404,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.05815696716308594,
0x2b687d15210e05d4bed21e818635b602b793fbc2,1,1,,,False,,,,
0x23511139ca4a29106d98c0bece1746f1a76ed262,1,1,,,False,,,,
0x25195f17435e96d0503c5b29c88fe58e793142aa,1,1,,,False,,,,
0xeea91b6d891a4bb44dee803fa59878c5a5e5d6a0,1,1,,,False,,,,
0x30d45c517d773718f49b2ba653affc7de63b6598,1,1,,,False,,,,
0x90bdea0ddb6160faf6115dc35317c05cc911be22,ipfs://bafybeihlwhaz6k7doahznutt3c27bhly6rgh63763zbt6lkug65vl7dhvi/,,200,text/html,True,,Not valid JSON or decoding failed,1.7932863235473633,
0x7887e90c192685554d133e7f8bd0a43b3ee2745b,ipfs://QmXaQyb4yozkyf3znunYNRRDReooxSnzfgLgokM5jKKrdJ/,,200,text/html,True,,Not valid JSON or decoding failed,1.1984410285949707,
0x8e2564094bb6ad3929db63058e1b382029b14792,ipfs://Qma4qy64hViMiZiQPt1CAh693pHu28pKcVtEAWHDnV2omK/,,200,text/html,True,,Not valid JSON or decoding failed,0.5773651599884033,
0x8725042a552a8a46ffba54a770418c5189ede37e,11.json,11.json,,,False,,,,
0x32d59a918b134a28c0559a19d13333a1d71c1ead,https://www.okx.com/priapi/v1/nft/metadata/56/0x32d59a918b134a28c0559a19d13333a1d71c1ead/0x47e75cfb1b594eea586ed67cfb868b70354be5760000000000000b0000000001,,200,,False,,Not valid JSON or decoding failed,0.38160252571105957,
0xe281e7544710e7fe8d3654a7311dbab8f31091a6,https://www.okx.com/priapi/v1/nft/metadata/56/0xe281e7544710e7fe8d3654a7311dbab8f31091a6/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000050000000001,,200,,False,,Not valid JSON or decoding failed,0.45237278938293457,
0xfee0d81e9efe69bde796c61ebd4f8a1417fd3d36,https://www.okx.com/priapi/v1/nft/metadata/56/0xfee0d81e9efe69bde796c61ebd4f8a1417fd3d36/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000050000000001,,200,,False,,Not valid JSON or decoding failed,0.36893606185913086,
0xf20df731b29002d4b9bd7cdb04b2c291a936815f,11.json,11.json,,,False,,,,
0xb7c144066407224ae8992c99ca73f5f07d31254d,ipfs://bafybeido5wgmaovfciidwtelgpozylmaosbuz33o3dffszm3xjr2hj6xiq/,,200,text/html,True,,Not valid JSON or decoding failed,0.05603623390197754,
0xbf555b19b57d546e88e8440410cc4de8f97d9b4a,https://ipfs.io/ipfs/bafybeihws3jj3aots67pwvbbj7wggewhhvbdcjnz6mjsclq6cfj4cc3nyy/,,200,text/html,True,,Not valid JSON or decoding failed,0.530670166015625,
0x9c5697068c61ab0ad63bf6135744bd9f3a92e1ac,https://cloudflare-ipfs.com/ipfs/bafybeigcmnmcby36k365texnqolfh3ufcc26fvlxdtowe6n74nymts2etu/,,200,text/html,True,,Not valid JSON or decoding failed,1.0862722396850586,
0x38ae542c8412af8143c526c8e4a67f56a6ebae84,https://ipfs.ultraverse.studio/ipfs/QmNjs8TxzsYwN4hKsbB4KJX8Rbhd3pSYAmtwKoxgy5Eqbo/,,200,text/html,True,,Not valid JSON or decoding failed,0.6243252754211426,
0xb4ee07a53b9fc6f41c3e3103c725f953873b792a,https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.051037788391113,
0xafbb873285ff0584b4b6cfe7999d35025b2f57b0,ipfs://bafybeicpbsxukuwilsopot4bue42v4yblwmczqms6m7x4nuaomjaw4f3bu/,,200,text/html,True,,Not valid JSON or decoding failed,0.09317207336425781,
0xe47f31ccff95ab696cf7e98e64fbc396d6d46508,https://ipfs.io/ipfs/bafkreibmfksg3omuga2yb6plcuivkrk35itjv5i5ozrqrqj3gxo24yljxy,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.048839569091797,
0xbdb031588a9a959f27f2ca8becc34518241ff679,"data:application/json;utf8,{""name"":""Blonk #1"",""description"":""Pre-reveal placeholder."",""image"":""data:image/svg+xml;utf8,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 24 24%22><rect width=%2224%22 height=%2224%22 fill=%22%2328313d%22/><text x=%2212%22 y=%2213%22 font-size=%224%22 fill=%22%23fff5a3%22 text-anchor=%22middle%22>?</text></svg>""}","data:application/json;utf8,%7B%22name%22:%22Blonk%20#1%22,%22description%22:%22Pre-reveal%20placeholder.%22,%22image%22:%22data:image/svg+xml;utf8,%3Csvg%20xmlns=%22http://www.w3.org/2000/svg%22%20viewBox=%220%200%2024%2024%22%3E%3Crect%20width=%2224%22%20height=%2224%22%20fill=%22%2328313d%22/%3E%3Ctext%20x=%2212%22%20y=%2213%22%20font-size=%224%22%20fill=%22%23fff5a3%22%20text-anchor=%22middle%22%3E?%3C/text%3E%3C/svg%3E%22%7D",,,False,,,,
0xf0a7f8b13a8a589c9b6c021365083572c793ce11,"data:application/json;utf8,{""name"":""Blonk #0"",""description"":""Pre-reveal placeholder."",""image"":""data:image/svg+xml;utf8,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 24 24%22><rect width=%2224%22 height=%2224%22 fill=%22%2328313d%22/><text x=%2212%22 y=%2213%22 font-size=%224%22 fill=%22%23fff5a3%22 text-anchor=%22middle%22>?</text></svg>""}","data:application/json;utf8,%7B%22name%22:%22Blonk%20#0%22,%22description%22:%22Pre-reveal%20placeholder.%22,%22image%22:%22data:image/svg+xml;utf8,%3Csvg%20xmlns=%22http://www.w3.org/2000/svg%22%20viewBox=%220%200%2024%2024%22%3E%3Crect%20width=%2224%22%20height=%2224%22%20fill=%22%2328313d%22/%3E%3Ctext%20x=%2212%22%20y=%2213%22%20font-size=%224%22%20fill=%22%23fff5a3%22%20text-anchor=%22middle%22%3E?%3C/text%3E%3C/svg%3E%22%7D",,,False,,,,
0xd5a1d0950e8083a8b241335089e773c9280c3ab9,https://ipfs.io/ipfs/QmVKi1kianufR5DUCZFMprBPuWzW48iNqCvdhJuARfx6K6,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.038976192474365,
0xd057dfd57bf327b5305c0faff84115ffa0425bd1,https://nft.9mm.pro/v3/bsc/1,,522,text/html; charset=utf-8,False,,Not valid JSON or decoding failed,19.752277851104736,
0xae6f32a6fdf80f5e54ba85441386dba6a381f565,ipfs://placeholder/1,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.06536102294921875,
0xbd4163f1cb5c97e3bfc097c8deda7d4064b31a5e,ipfs://bafybeido5wgmaovfciidwtelgpozylmaosbuz33o3dffszm3xjr2hj6xiq/,,200,text/html,True,,Not valid JSON or decoding failed,0.07630181312561035,
0xff20032593903dc4dfae1a23270add2799d4746d,ipfs://dream-card/card.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.05060720443725586,
0x88efa8aaec41b4aa08fa0c2a09ba8bb2a677c369,ipfs://flapdivinestone/2/1.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.056351423263549805,
0xa8dcf10a07ab0e9c5a20b5cd9397a56f8003dd39,https://example.com/butterfly/metadata/1.json,,404,text/html,False,,Not valid JSON or decoding failed,0.16029620170593262,
0x35e25dd2fc4c8feaa85f2b432f79ec07c879ec8b,ipfs://dream-card/card.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.023245811462402344,
0x7725fd91384eff1a6deb8be4c46a977336d4daea,ipfs://,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.022397279739379883,
0x70929db261e3949b2be634a6c41960a511a58fa7,ipfs://stage-a-6-local-expert,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.022171974182128906,
0xed5c0669d3b06920e02af264f2348f1110caeb59,https://www.okx.com/priapi/v1/nft/metadata/56/0xed5c0669d3b06920e02af264f2348f1110caeb59/0x85ae1e9c7362379d920676fed874e46d5aeee9a9000000000002240000000001,,200,,False,,Not valid JSON or decoding failed,0.3443465232849121,
0x9003b3826018d870a63d9ba1db608f6716e1ae62,ipfs://agi-node/0000000000000000000000000000000000000000000000000000000000000001.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.1143491268157959,
0xe4cd53da0dfb205b8e8441c7954b9091084a94b6,"data:application/json;utf8,{""name"":""#1"",""image"":""data:image/svg+xml;utf8,<svg xmlns=\\""http://www.w3.org/2000/svg\\"" viewBox=\\""0 0 512 512\\""><defs><radialGradient id=""g"" cx=""50%"" cy=""45%"" r=""65%""><stop offset=""0%"" stop-color=""#8a5cff""/><stop offset=""100%"" stop-color=""#6a33ef""/></radialGradient></defs><rect width=""512"" height=""512"" fill=""#6a33ef""/><rect width=""512"" height=""512"" fill=""url(#g)""/><g><ellipse cx=""256"" cy=""400"" rx=""90"" ry=""14"" fill=""#000"" opacity=""0.25""/><ellipse cx=""256"" cy=""280"" rx=""78"" ry=""105"" fill=""#fff8e7""/><ellipse cx=""232"" cy=""245"" rx=""22"" ry=""34"" fill=""#ffffff"" opacity=""0.7""/><circle cx=""240"" cy=""300"" r=""5"" fill=""#ffe66d""/><circle cx=""275"" cy=""270"" r=""4"" fill=""#ffe66d""/><circle cx=""260"" cy=""340"" r=""3"" fill=""#ffe66d""/><circle cx=""220"" cy=""350"" r=""3"" fill=""#ffe66d""/><circle cx=""285"" cy=""320"" r=""4"" fill=""#ffe66d""/><path d=""M150 395 Q256 360 362 395 Q256 420 150 395 Z"" fill=""#2ecc71""/></g></svg>"",""attributes"":[{""trait_type"":""VaultRarity"",""value"":""Common""},{""trait_type"":""DividendWeight"",""value"":""1x""},{""trait_type"":""Theme"",""value"":""Butterfly Metamorphosis""},{""trait_type"":""Stage"",""value"":""Egg""},{""trait_type"":""Rarity"",""value"":""Common""},{""trait_type"":""Accent"",""value"":""#ffe66d""},{""trait_type"":""Background"",""value"":""#6a33ef""}]}","data:application/json;utf8,%7B%22name%22:%22#1%22,%22image%22:%22data:image/svg+xml;utf8,%3Csvg%20xmlns=%5C%22http://www.w3.org/2000/svg%5C%22%20viewBox=%5C%220%200%20512%20512%5C%22%3E%3Cdefs%3E%3CradialGradient%20id=%22g%22%20cx=%2250%25%22%20cy=%2245%25%22%20r=%2265%25%22%3E%3Cstop%20offset=%220%25%22%20stop-color=%22%238a5cff%22/%3E%3Cstop%20offset=%22100%25%22%20stop-color=%22%236a33ef%22/%3E%3C/radialGradient%3E%3C/defs%3E%3Crect%20width=%22512%22%20height=%22512%22%20fill=%22%236a33ef%22/%3E%3Crect%20width=%22512%22%20height=%22512%22%20fill=%22url(%23g)%22/%3E%3Cg%3E%3Cellipse%20cx=%22256%22%20cy=%22400%22%20rx=%2290%22%20ry=%2214%22%20fill=%22%23000%22%20opacity=%220.25%22/%3E%3Cellipse%20cx=%22256%22%20cy=%22280%22%20rx=%2278%22%20ry=%22105%22%20fill=%22%23fff8e7%22/%3E%3Cellipse%20cx=%22232%22%20cy=%22245%22%20rx=%2222%22%20ry=%2234%22%20fill=%22%23ffffff%22%20opacity=%220.7%22/%3E%3Ccircle%20cx=%22240%22%20cy=%22300%22%20r=%225%22%20fill=%22%23ffe66d%22/%3E%3Ccircle%20cx=%22275%22%20cy=%22270%22%20r=%224%22%20fill=%22%23ffe66d%22/%3E%3Ccircle%20cx=%22260%22%20cy=%22340%22%20r=%223%22%20fill=%22%23ffe66d%22/%3E%3Ccircle%20cx=%22220%22%20cy=%22350%22%20r=%223%22%20fill=%22%23ffe66d%22/%3E%3Ccircle%20cx=%22285%22%20cy=%22320%22%20r=%224%22%20fill=%22%23ffe66d%22/%3E%3Cpath%20d=%22M150%20395%20Q256%20360%20362%20395%20Q256%20420%20150%20395%20Z%22%20fill=%22%232ecc71%22/%3E%3C/g%3E%3C/svg%3E%22,%22attributes%22:%5B%7B%22trait_type%22:%22VaultRarity%22,%22value%22:%22Common%22%7D,%7B%22trait_type%22:%22DividendWeight%22,%22value%22:%221x%22%7D,%7B%22trait_type%22:%22Theme%22,%22value%22:%22Butterfly%20Metamorphosis%22%7D,%7B%22trait_type%22:%22Stage%22,%22value%22:%22Egg%22%7D,%7B%22trait_type%22:%22Rarity%22,%22value%22:%22Common%22%7D,%7B%22trait_type%22:%22Accent%22,%22value%22:%22%23ffe66d%22%7D,%7B%22trait_type%22:%22Background%22,%22value%22:%22%236a33ef%22%7D%5D%7D",,,False,,,,
0xe4cca0d0e38eb566d91d63ef09937d2e7be73b6a,ipfs://bafybeidg7k2raw5rofwqjfim2whcedmn2domud5rifa2mbzarjtub2bvgu/,,200,text/html,True,,Not valid JSON or decoding failed,0.20389461517333984,
0xb4d3ef707b7521237b654e56bc924a89385178ce,ipfs://bafybeibdp2jnjprh2vvbrs4edp3q67kgkkyskavikwl4cjhxnpdb4336h4,,200,text/html,True,,Not valid JSON or decoding failed,0.5526208877563477,
0xb7f7d3919975d3c1da770a40e76bd5fd3ee6839d,https://www.okx.com/priapi/v1/nft/metadata/56/0xb7f7d3919975d3c1da770a40e76bd5fd3ee6839d/0xdad4d13e115a8a4e83522ada16b2c7400e97dec6000000000004dd0000000001,,200,,False,,Not valid JSON or decoding failed,0.36873459815979004,
0x232028199d50f5558cde3f91203fde2947bb72df,https://www.okx.com/priapi/v1/nft/metadata/56/0x232028199d50f5558cde3f91203fde2947bb72df/0xdad4d13e115a8a4e83522ada16b2c7400e97dec600000000000e790000000001,,200,,False,,Not valid JSON or decoding failed,0.3515458106994629,
0x77e8ace40b478d1e405e450cd42afd5b94746a28,https://api-kc-api-metadata.uc.r.appspot.com/?tokenId=1,,500,text/html; charset=utf-8,False,,Not valid JSON or decoding failed,0.3259730339050293,
0x67bab1362d07435025ea3244f0deac9fe278f835,ipfs://dream-card/card.json,,400,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,0.10920929908752441,
0x2bd8a488be45ddebf86d16c4b2ab03b8802b2d77,https://ipfs.io/ipfs/QmVKi1kianufR5DUCZFMprBPuWzW48iNqCvdhJuARfx6K6,,504,text/plain; charset=utf-8,True,,Not valid JSON or decoding failed,30.10202407836914,
0x357b2f4b5e8c2118621bb1a55f700c76a46741c3,ipfs://bafybeihxrdtspq422onlycx75h63ungptabg7fhqncvb2v6dtcxne6t6qe/,,200,text/html,True,,Not valid JSON or decoding failed,0.21918463706970215,
0x5c6e5cbffca0c7794610af2b6f53ef91bed115e9,https://www.okx.com/priapi/v1/nft/metadata/56/0x5c6e5cbffca0c7794610af2b6f53ef91bed115e9/0x85ae1e9c7362379d920676fed874e46d5aeee9a9000000000000240000000001,,200,,False,,Not valid JSON or decoding failed,0.324934720993042,
